Subj_ID;Wins_1;Wins_2;Wins_3;Wins_4;Wins_5;Wins_6;Wins_7;Wins_8;Wins_9;Wins_10;Wins_11;Wins_12;Wins_13;Wins_14;Wins_15;Wins_16;Wins_17;Wins_18;Wins_19;Wins_20;Wins_21;Wins_22;Wins_23;Wins_24;Wins_25;Wins_26;Wins_27;Wins_28;Wins_29;Wins_30;Wins_31;Wins_32;Wins_33;Wins_34;Wins_35;Wins_36;Wins_37;Wins_38;Wins_39;Wins_40;Wins_41;Wins_42;Wins_43;Wins_44;Wins_45;Wins_46;Wins_47;Wins_48;Wins_49;Wins_50;Wins_51;Wins_52;Wins_53;Wins_54;Wins_55;Wins_56;Wins_57;Wins_58;Wins_59;Wins_60;Wins_61;Wins_62;Wins_63;Wins_64;Wins_65;Wins_66;Wins_67;Wins_68;Wins_69;Wins_70;Wins_71;Wins_72;Wins_73;Wins_74;Wins_75;Wins_76;Wins_77;Wins_78;Wins_79;Wins_80;Wins_81;Wins_82;Wins_83;Wins_84;Wins_85;Wins_86;Wins_87;Wins_88;Wins_89;Wins_90;Wins_91;Wins_92;Wins_93;Wins_94;Wins_95;Wins_96;Wins_97;Wins_98;Wins_99;Wins_100
Subj_63;50;50;50;50;100;100;50;100;50;100;50;100;50;50;100;50;50;100;50;100;50;100;50;50;100;50;100;50;100;50;100;50;50;100;50;50;50;100;100;50;100;50;100;100;50;50;100;100;100;100;100;100;50;50;50;100;100;50;50;100;50;50;50;50;100;100;50;100;50;50;50;50;100;100;50;50;50;50;100;100;100;50;100;100;50;100;100;100;100;100;100;100;50;50;50;100;100;50;100;100
Subj_64;100;100;100;100;50;50;50;50;100;100;100;100;100;100;100;100;100;50;100;100;50;50;50;50;50;50;50;100;100;100;100;100;100;100;100;100;100;100;100;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;100;100;100;100;50;50;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
Subj_65;100;100;100;100;50;50;100;100;50;100;100;100;100;50;50;100;100;50;50;100;100;100;100;100;100;100;100;100;100;100;50;50;50;50;50;50;100;100;100;100;100;100;100;50;50;50;100;100;50;50;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;50;50;100;100;100;100;100;100;100;100;100;50;50;50;100;100;100;100;50;50;100;100;100;100;50;50;50;50;100;100;50;100;100;50;50
Subj_66;100;100;100;100;100;100;100;100;100;100;50;50;50;100;100;100;100;100;100;100;100;50;50;50;50;50;50;50;50;50;100;100;100;100;100;100;100;50;50;50;100;100;100;100;100;100;100;100;100;100;50;50;50;50;50;50;100;100;100;100;100;100;100;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;100;100;100;50;50;50;50;100;100;100;50;50;50;100;100;100;50;100;100
Subj_67;50;50;50;100;100;50;100;100;50;100;100;100;50;50;100;100;100;100;50;50;100;100;100;100;50;100;100;50;50;100;100;100;100;100;50;100;100;100;100;100;100;50;50;100;100;100;100;50;100;50;50;100;100;100;100;50;100;100;50;50;50;100;50;50;100;100;100;100;100;100;50;50;50;50;50;50;50;100;100;50;50;100;50;100;100;100;50;50;50;50;100;50;100;50;50;100;50;50;50;100
Subj_68;100;100;100;100;100;100;100;50;50;50;100;100;100;100;100;100;100;100;50;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;50;100;100;100;100;100;100;100;100;100;50;50;50;50;50;50;50;50;50;50;50;50;100;100;100;50;50;50;50;50;50;50;50;50;100;100;100;100;100;100;100;100;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
Subj_69;100;100;100;100;100;100;100;100;100;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;100;100;100;100;100;100;100;100;100;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
Subj_70;50;50;100;100;100;100;100;100;100;50;50;50;50;50;50;50;100;100;100;100;100;100;100;100;50;100;50;50;100;100;100;100;100;100;100;100;100;100;50;50;100;100;100;50;100;100;50;50;100;100;50;50;50;50;50;100;100;100;100;100;100;100;100;100;100;50;50;50;50;50;50;100;50;50;50;50;50;50;50;100;100;100;100;100;100;100;50;50;50;50;50;50;50;100;100;100;50;50;50;50
Subj_71;50;100;100;50;50;100;100;100;50;50;100;100;50;100;100;100;100;100;100;100;50;100;100;50;100;100;100;50;100;100;100;50;100;100;100;50;50;100;100;100;50;100;50;50;100;100;100;100;100;50;50;100;50;50;100;100;100;100;50;100;100;50;50;100;50;50;50;100;100;50;100;100;50;100;100;50;50;100;50;50;100;100;100;50;50;100;100;50;50;50;100;50;50;50;50;50;50;100;100;100
Subj_72;50;50;50;100;100;100;100;100;50;50;50;50;50;100;100;100;50;50;50;50;50;50;50;50;100;100;100;50;50;50;50;50;100;50;50;50;50;50;50;50;50;50;50;50;50;50;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
Subj_73;100;100;50;100;100;100;50;50;100;100;100;50;100;50;100;50;50;100;100;100;50;50;100;100;50;50;50;100;100;50;50;100;100;50;100;100;50;50;50;50;50;100;50;100;100;100;50;50;50;50;50;100;50;100;100;100;50;50;50;100;100;50;50;100;50;100;100;50;50;50;100;100;50;100;50;100;50;50;50;50;100;100;50;50;100;100;50;100;100;50;50;100;50;50;100;50;50;50;100;100
Subj_74;50;50;50;50;50;50;100;50;50;100;100;100;50;50;50;50;50;50;50;50;50;50;50;50;100;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;100;100;100;50;50;50;50;50;50;100;100;50;50;50;50;50;50;50;50;100;100;50;50;50;50;50;50;50;50;100;50;50;100;50;50;50;100;50;50;50;100;50;100;50;50;50;50;50;50;100;50;50;50;100;50;50;100;50;100;50
Subj_75;50;100;100;50;100;100;50;50;100;100;100;100;100;100;100;100;100;100;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;100;100;100;100;100;100;100;100;100;100;100;100;100;50;100;100;100;50;50;50;50;50;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;100;100
Subj_76;50;100;100;100;100;50;100;100;100;100;100;100;100;100;100;50;100;100;100;100;50;50;100;50;50;100;50;100;100;100;50;50;100;100;50;50;100;100;100;100;100;100;50;50;100;100;100;100;100;100;50;50;50;50;50;100;100;100;50;50;100;100;50;50;100;100;50;50;50;100;100;100;100;50;50;50;50;50;50;100;100;100;100;100;50;50;50;100;100;100;100;50;100;100;100;50;100;100;50;100
Subj_77;50;100;100;100;50;100;50;100;50;100;100;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;100;50;100;50;100
Subj_78;100;100;100;50;50;50;50;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;100;100;50;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;100;100;50;50;100;50;50;100;50;50;50;50;100;50;100;50;100;50;100;50;50;50;50;50;50;50;50;100;100;50;50;100;100;50;50;50;50;100;100;50;100;100;100
Subj_79;50;50;100;100;100;50;100;100;50;50;100;50;50;100;100;100;50;100;100;100;50;100;50;50;100;100;50;50;50;100;100;50;50;50;100;100;50;50;50;100;100;50;50;100;50;100;100;100;50;100;50;50;50;50;50;50;100;50;100;50;50;100;100;50;50;50;50;100;100;100;50;50;50;50;50;100;100;100;100;50;50;50;50;50;100;100;100;50;50;50;50;50;50;50;50;100;100;100;100;100
Subj_80;50;100;50;100;50;100;100;100;100;50;100;50;50;100;100;50;100;50;50;100;50;100;50;50;100;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;100;50;50;100;100;50;100;50;100;50;100;50;50;100;100;50;100;50;50;100;100;50;50;100;100;50;50;100;50;100;50;50;100;50;100;100;50;100;50;100;50;100;50;100;50;100;100;50;50;100;100;50;100;50;100;100;100;50
Subj_81;50;50;50;50;50;50;50;50;50;50;50;50;100;100;100;100;100;100;100;100;100;100;50;100;100;100;100;100;100;50;50;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;50;50;50;50;50;50;50;50;100;100;100;100;50;50;50;50;50;100;100;100;50;50;50;50;50;50;50;100;100;100;100;100;100;50;50;50;50;100;100;100;100;100;100;100;100;50;50;100;100;100;50;50;50;100
Subj_82;50;50;100;100;100;100;100;100;50;100;100;100;100;100;100;100;100;100;50;50;100;100;100;100;100;50;50;50;50;50;50;50;50;50;50;50;100;100;100;100;100;100;100;100;50;100;100;100;50;50;50;50;50;50;100;100;100;50;50;50;50;50;100;100;100;50;50;50;100;100;100;100;50;50;100;100;100;100;50;50;50;50;100;100;100;100;100;50;50;100;100;100;100;50;50;50;50;50;100;100
Subj_83;50;50;50;100;100;100;50;50;50;50;100;100;50;50;100;100;100;50;50;100;50;100;100;50;50;50;50;50;50;50;100;100;100;100;50;100;50;50;100;50;100;50;50;50;50;50;50;50;50;50;100;100;50;50;100;100;50;50;100;50;50;100;100;50;50;50;50;100;100;50;50;100;50;50;50;50;50;50;50;50;50;50;100;50;100;50;50;100;50;100;100;50;50;50;100;100;50;50;50;100
Subj_84;100;50;50;100;100;100;100;100;100;50;50;100;100;100;100;100;100;100;50;100;50;100;100;50;100;50;50;50;50;50;100;100;50;50;50;50;50;50;50;50;100;50;50;50;100;50;50;100;50;100;50;50;100;50;50;100;50;50;50;50;50;50;50;100;50;50;100;50;50;100;50;100;50;100;50;100;50;50;100;50;50;100;50;50;100;50;50;100;100;100;50;100;50;50;100;100;100;100;100;100
Subj_85;100;50;50;100;100;100;100;100;100;100;100;50;50;100;100;100;50;100;50;50;50;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;50;100;100;100;100;100;100;100;100;50;100;100;50;50;50;50;100;50;100;100;100;100;50;50;100;50;100;100;100;50;100;100;100;100;100;100;100;100;100;50;50;50;100;100;100;100;100;100;100;100;100;100;50;50;50;100;100;100;100;100;100
Subj_86;100;100;100;50;50;100;100;100;100;100;100;100;100;100;50;50;100;50;50;100;100;100;50;50;100;100;100;50;50;50;50;50;100;100;100;100;100;100;100;50;50;50;50;50;50;100;100;100;100;100;100;100;100;50;50;100;100;100;50;50;50;50;50;50;100;100;100;100;100;100;50;50;50;50;100;100;50;50;50;50;50;50;100;100;100;100;100;100;100;100;50;50;50;50;50;50;100;100;100;100
Subj_87;50;50;50;50;50;50;50;50;50;50;50;50;100;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;100;100;50;50;50;50;50;50;50;100;50;50;50;50;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
Subj_88;100;100;100;100;100;100;50;50;100;100;100;100;50;50;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;50;50;50;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;50;50;50;50;50;100;100;100;100;100;100;100;100;100;100;50;50;50;50;100;100;100;100;100;100;100;100;100;100;100;100;50;50;50;100;100;100;100;100;100;100;100;100;100;100;100;100
Subj_89;100;100;100;100;50;50;50;100;100;100;50;50;50;100;50;100;100;50;100;100;50;50;50;100;50;100;50;50;50;100;100;100;50;50;100;100;50;50;50;100;50;50;50;50;100;50;50;100;50;50;100;50;50;100;50;50;50;100;50;100;50;50;100;50;50;50;50;50;100;50;50;50;100;50;50;50;100;50;50;50;100;50;50;50;100;50;50;100;50;50;100;50;50;50;100;50;50;100;50;50
Subj_90;100;100;50;100;50;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;50;100;100;100;100;100;100;50;100;50;100;100;100;50;100;100;100;100;50;50;100;100;100;50;100;100;100;50;100;50;100;100;50;100;100;100;100;100;100;50;100;100;50;50;100;100;100;100;100;100;100;100;100;100;50;100;100;100;100;50;100;50;100;100;100;100;50;50;100;50;100;100;50;50;100
Subj_91;100;50;50;50;50;100;100;100;100;50;50;50;50;50;50;50;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
Subj_92;50;100;50;50;100;100;100;100;100;50;50;50;50;100;100;100;100;100;100;100;100;100;100;100;50;100;50;50;50;100;100;100;50;50;100;50;100;100;100;100;50;50;100;100;50;50;100;100;50;50;50;50;50;50;50;50;50;100;100;100;100;100;100;100;100;100;100;100;100;100;100;50;50;50;50;50;50;50;100;100;100;50;100;100;100;100;100;100;100;100;100;50;100;50;100;100;100;100;100;100
Subj_93;100;100;50;100;50;100;100;100;100;100;50;50;100;100;50;100;50;50;100;100;50;50;50;100;100;50;50;50;100;100;100;100;50;50;50;50;50;50;50;100;50;50;50;50;50;50;50;100;100;100;100;100;50;50;50;50;100;50;100;50;100;50;50;100;50;100;50;100;50;50;50;50;100;50;100;100;50;50;100;100;50;100;100;50;50;100;50;100;100;100;100;50;50;50;50;50;50;100;100;100
Subj_94;100;100;50;100;100;100;50;50;100;50;50;100;100;50;100;100;50;100;100;100;50;50;50;50;100;50;50;100;50;100;50;50;100;50;100;50;50;50;50;100;50;100;50;50;100;100;50;100;50;50;100;50;100;50;100;100;50;100;100;50;50;50;50;100;50;50;100;50;50;100;50;50;50;100;50;100;50;100;50;50;50;50;100;50;50;50;50;100;50;50;50;50;100;50;50;100;50;50;50;50
Subj_95;50;50;100;100;100;100;100;100;100;100;100;100;100;100;100;50;50;50;100;50;100;100;50;50;50;100;100;50;50;50;50;50;50;100;50;100;50;50;100;50;50;50;100;100;100;100;100;100;100;100;100;100;100;50;50;50;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;50;100;50;100;50;50;50;50;100;100;100;50;100;100;50;100;100;100;100;50;100
Subj_96;100;50;100;100;100;100;100;100;100;100;50;50;50;50;50;50;50;50;50;50;50;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
Subj_97;50;50;100;100;100;100;100;100;50;50;50;50;50;50;100;100;100;100;100;100;100;100;100;100;100;100;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;100;100;100;100;100;100;50;50;50;50;100;100;100;100;100;100;100;100;50;100;50;50;50;50;50;50;100;100;50;50;100;100;100;100;50;50;50;50;100;50;50;100;50;100;50;100;50;100;50;100;50;100;50
Subj_98;100;50;100;50;100;100;50;50;50;50;50;50;100;50;100;50;100;100;100;50;50;100;100;50;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;50;100;50;50;50;100;100;100;100;100;50;100;100;100;50;100;100;50;50;100;50;50;50;50;50;50;50;50;50;50;50;50;50;100;100;100;100;100;100;100;100;100;100;50;100;100;100;100;100;100;50;50;50;50;100;100;100;100;100;100;100
Subj_99;100;50;50;100;100;100;100;100;50;100;50;100;50;100;100;50;100;100;100;100;50;50;100;100;50;50;50;50;100;50;50;100;100;100;100;50;50;50;100;100;100;100;50;50;100;100;50;50;100;100;50;50;100;100;50;50;50;100;100;100;100;100;100;100;100;50;100;50;50;100;100;50;100;50;100;50;100;100;50;100;50;100;50;100;50;100;50;50;100;50;100;50;50;100;50;50;100;50;100;50
Subj_100;50;50;50;100;100;100;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;50;100;50;100;50;100;100;100;50;100;50;100;50;100;50;100;50;100;50;50;100;50;100;50;100;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;100;50;50;100;50;50;50;100;50;50;100;50;50;100;50;50;100;50;50;100;100;100;50;50;100;100;100;50;50;100;100;50;100;50
Subj_101;50;50;100;100;100;100;100;100;100;100;50;50;50;100;100;100;100;50;100;100;100;100;50;100;100;100;100;100;100;100;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;100;100;100;100;100;100;100;100;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;100;100;100;100;100;100;100;100;100;100;100;50;50;50;50;50;50;50;50;50;50;100
Subj_102;100;100;50;50;50;50;50;50;50;50;50;50;50;50;50;100;100;100;100;100;100;100;100;100;100;100;100;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
Subj_103;50;100;50;50;50;50;50;100;50;50;50;50;50;50;50;50;50;50;100;50;100;100;100;100;100;100;100;100;100;100;100;100;50;100;100;100;50;50;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;50;50;50;50;50;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
Subj_104;100;100;50;50;100;100;100;100;50;50;50;50;50;50;100;50;50;50;50;100;100;100;50;50;50;50;50;50;50;50;50;100;100;100;100;100;50;50;50;50;50;100;100;100;100;50;50;50;50;100;100;50;50;50;50;50;100;100;100;50;50;50;50;100;100;50;50;50;50;50;100;100;100;50;100;50;50;50;100;100;50;50;100;50;50;50;50;100;100;50;100;100;50;100;100;50;100;100;100;100
Subj_105;50;100;100;50;100;100;50;50;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;50;50;50;100;50;50;50;50;50;50;100;100;50;100;50;100;100;100;50;50;100;100;50;50;50;50;50;50;100;100;50;50;50;100;50;50;50;50;50;50;50;50;50;100;50;50;50;50;50;50;50;50;100;100;100;100;100;100;100;100;100;100;100;100;50;50;50;50;50;50;50;50;50;100;100
Subj_106;100;50;100;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;100;100;100;100;50;100;100;50;50;100;50;100;100;100;100;50;50;50;50;50;50;100;100;100;100;100;50;50;50;50;100;50;50;100;50;50;100;100;50;100;50;100;100;50;50;50;100;100;50;50;50;50;50;50;100;100;100;100;100;50;50;100;100;50;100;100;50;50;100;50;100;50;50;100;100;100;50;50;100;50;100;50
Subj_107;50;100;100;50;100;100;100;50;50;50;50;50;50;50;50;50;50;100;100;50;50;50;50;50;100;100;100;50;50;50;50;50;50;50;50;100;100;100;100;100;100;50;50;50;50;50;50;50;50;50;100;100;50;50;50;50;100;100;100;100;100;50;50;50;100;100;100;50;50;50;50;50;100;50;50;50;50;100;100;100;100;100;50;50;50;100;50;100;100;100;100;100;100;50;50;100;100;100;50;100
Subj_108;100;50;100;100;50;50;50;50;50;50;100;50;100;100;50;100;100;100;100;100;100;100;100;50;50;100;100;100;50;100;100;100;50;100;50;100;50;100;50;100;50;100;50;50;50;100;50;50;50;50;50;100;100;100;100;100;100;100;50;50;50;50;50;50;50;50;50;50;50;100;100;100;100;100;100;100;100;100;100;100;100;100;50;50;50;50;50;50;50;100;100;50;50;100;100;100;100;50;50;50
Subj_109;50;100;50;100;50;100;50;100;100;50;50;100;50;100;50;100;50;100;50;100;100;50;100;50;100;50;100;50;100;50;50;50;50;50;100;100;100;100;100;50;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
Subj_110;100;100;50;50;50;100;100;100;100;50;50;50;50;50;50;100;50;100;50;100;50;50;50;50;50;50;50;50;100;50;100;100;100;100;100;100;100;100;100;50;50;50;50;100;100;50;50;100;100;50;50;50;50;50;100;100;50;50;50;50;100;100;100;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;100;50;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
Subj_111;100;100;100;100;100;100;100;100;50;50;50;50;50;50;50;50;100;50;50;100;100;100;100;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;100;100;100;100;100;100;100;100;100;50;50;50;100;100;100;100;100;100;100;50;50;50;100;100;100;100;100;100;100;100;100;100;50;50;50;50;50;100;100;50;50;50;50;100;100;100;100;100;50;50;100;100;100;100;100;100;100;100;100;100;100
Subj_112;100;50;100;50;50;50;50;100;100;100;100;100;100;100;50;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;50;50;50;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;50;50;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
Subj_113;50;100;100;50;50;100;100;50;100;100;100;100;50;100;100;50;100;100;50;50;100;50;100;50;100;100;50;100;100;50;100;100;100;100;50;50;100;100;50;50;100;100;50;50;100;100;100;100;100;50;50;50;50;100;50;50;50;50;50;50;50;50;50;50;100;100;100;100;100;100;50;50;50;50;50;50;100;50;50;50;50;50;50;50;50;100;50;100;100;100;50;50;50;50;50;100;50;50;50;100
Subj_114;50;50;100;100;100;100;100;100;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;100;100;100;100;100;100;100;100;100;100;100;50;50;50;50;50;50;50;50;50;50;50;100;100;100;100;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;100;100;100;100;100;100;100;100;100;100;100;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;100;50;50;50;100;100;100;50
Subj_115;100;50;50;100;100;50;50;50;100;50;100;50;50;100;50;50;50;50;50;100;50;50;100;50;100;50;100;50;50;100;50;100;50;100;50;100;50;100;100;50;50;100;100;50;100;50;100;50;100;100;50;100;100;100;50;50;100;50;100;50;100;50;100;50;100;50;100;50;100;100;100;100;100;50;50;50;100;100;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;50;100;50;100
Subj_116;50;50;100;100;100;50;100;50;100;50;100;100;50;50;50;50;100;100;50;50;100;100;50;100;100;50;50;50;50;50;100;100;100;100;50;50;100;100;100;100;50;50;100;50;50;100;100;50;50;50;100;100;50;50;100;50;50;100;100;100;100;100;50;50;100;100;50;50;100;50;50;100;100;50;50;100;50;100;100;100;100;50;100;100;50;50;100;100;100;50;50;50;50;100;100;100;100;50;100;100
Subj_117;50;100;100;50;100;100;50;100;100;50;50;100;100;100;100;100;50;100;100;50;50;50;50;100;100;100;100;100;50;50;100;50;100;100;100;50;100;100;100;50;50;100;50;100;100;50;100;50;50;100;100;100;50;100;100;50;50;100;100;100;100;100;100;100;50;100;50;100;50;50;100;50;100;50;50;50;100;100;100;100;100;100;50;50;100;50;50;50;100;50;100;50;50;100;100;100;100;100;50;100
Subj_118;50;50;50;100;100;100;100;100;100;100;100;100;100;100;100;50;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;50;50;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;50;50;50;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
Subj_119;50;100;50;100;100;100;50;100;50;100;100;100;100;100;100;50;100;50;50;100;100;100;100;100;100;50;50;100;100;100;100;100;50;100;100;100;100;100;50;100;100;100;100;50;100;100;50;100;100;100;100;50;100;100;100;50;100;100;50;100;100;100;50;50;50;100;50;100;50;100;50;50;50;100;100;100;50;50;50;100;100;100;50;50;50;50;100;100;100;100;100;50;50;100;50;50;100;100;100;100
Subj_120;100;100;50;50;100;50;50;100;100;100;100;50;50;100;100;100;50;50;50;50;50;100;50;100;100;100;100;100;100;100;100;100;100;100;100;50;50;100;100;100;50;50;50;50;50;100;50;50;100;100;100;100;50;50;50;50;50;100;50;50;100;100;100;100;50;50;50;50;50;100;50;50;50;50;50;50;100;50;50;50;100;50;100;50;50;100;100;50;100;100;50;50;50;50;50;100;50;50;100;50
Subj_121;50;50;50;100;100;100;100;50;50;50;100;50;50;100;100;50;50;100;100;50;50;50;50;50;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;100;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;50;100;100;100;50;100;50;100;50;100;50;50;100;50;100;50;50;100;50;50;50;50;100;50;100;50;100;50;50;100;50;100
Subj_122;100;50;100;50;100;50;100;100;100;50;50;100;50;50;100;50;100;100;50;100;50;100;100;100;100;100;50;50;100;50;100;50;50;50;50;50;50;50;50;50;50;50;50;100;100;50;100;50;50;50;100;100;50;50;50;100;100;50;100;50;50;50;50;100;100;100;50;50;50;100;100;50;50;100;50;50;100;100;50;50;100;100;100;50;50;100;100;50;50;50;100;50;50;100;50;100;50;50;100;100
Subj_123;100;100;50;100;100;50;100;50;50;100;50;50;100;50;50;100;50;100;50;100;50;100;50;100;100;50;100;100;50;50;100;50;50;50;50;100;100;50;50;100;50;100;100;50;50;100;50;100;50;100;50;50;100;50;100;50;100;50;100;50;50;100;50;100;100;100;50;50;100;50;100;50;50;50;100;100;50;100;50;100;50;100;50;50;100;50;100;100;50;50;100;50;50;100;50;50;50;100;50;100
Subj_124;50;100;50;50;50;50;50;100;100;100;100;100;100;100;50;100;100;100;100;100;100;50;100;100;100;100;100;100;100;100;100;50;100;100;100;100;100;100;100;100;100;100;100;50;50;50;50;50;100;100;100;100;100;100;100;50;100;50;100;50;50;100;100;100;100;100;100;100;100;50;50;50;50;50;50;50;50;50;50;100;100;100;100;100;100;50;50;50;100;100;50;50;100;100;100;100;100;50;50;50
Subj_125;100;100;50;100;100;50;50;100;100;100;50;50;50;100;50;50;50;50;50;50;50;100;100;100;50;50;50;100;50;50;100;50;100;50;100;50;100;50;100;100;50;100;50;50;50;100;50;100;50;100;100;50;100;50;100;50;100;100;50;100;50;100;50;50;50;50;50;50;50;50;50;50;50;50;50;100;100;50;100;50;50;50;100;50;100;50;100;50;100;100;50;50;100;100;50;50;50;50;100;100
Subj_126;50;100;50;100;100;50;100;100;100;100;50;100;50;100;50;50;100;50;50;100;100;50;100;50;50;50;100;50;50;100;50;50;50;100;50;100;50;50;50;100;50;50;50;50;100;50;50;100;50;50;100;50;50;100;50;50;100;100;50;50;100;50;100;50;50;50;100;100;50;50;100;100;50;50;50;50;50;100;50;50;50;100;50;50;50;50;100;50;50;50;100;50;50;100;50;50;50;100;50;50
Subj_127;50;100;50;50;100;100;100;50;50;50;100;50;100;50;100;50;100;50;100;50;50;50;100;100;50;100;50;100;50;50;100;100;50;50;50;100;100;50;50;100;100;50;50;100;50;50;100;50;100;50;100;100;100;50;100;100;100;100;50;50;50;100;50;100;50;50;50;100;100;100;100;100;100;100;50;100;50;100;100;100;100;50;50;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
